,properIngredients,cuisine,pred_cuisine,check
8368,sugar water shallot salt oyster sauce crisp sweet soy sauce chicken meat scallion white pepper cooking oil garlic yam soy sauce shiitake sesame oil rice dried shrimp,chinese,chinese,True
8744,olive oil fresh parsley leaves wine vinegar fresh chives dijon style mustard fresh tarragon fresh chervil,french,french,True
16258,sugar japanese rice rice vinegar salt sake,japanese,japanese,True
27029,olive oil sour cream cheddar cheese garlic onion tortilla ground beef jack cheese enchilada sauce,mexican,mexican,True
10041,egg substitute cooking spray cooked chicken breasts green chile cream style corn non fat sour cream fat free milk ground red pepper ground cumin corn mix muffin Mexican cheese blend enchilada sauce,mexican,mexican,True
7101,sweet onion tomato garlic cloves pepper cucumber salt,spanish,spanish,True
33773,red chili peppers large garlic cloves Diamond Crystal  Kosher Salt fresh thyme fresh oregano lemon juice lemon striped bass flat leaf parsley large egg whites extra virgin olive oil garlic cloves,italian,italian,True
12816,tomato flour tortillas ground beef lettuce pepper purple onion ketchup worcestershire sauce mustard pepper jack salt,mexican,mexican,True
17440,water all purpose flour honey ghee active dry yeast greek yogurt kosher salt cilantro canola oil,indian,indian,True
19149,bay leaves salt chicken unsalted butter heavy cream onion whole milk garlic bisquick pepper parsley celery,southern_us,southern_us,True
32500,fresh spinach ground black pepper diced tomatoes fresh mushrooms dried oregano olive oil zucchini shredded low fat mozzarella cheese ground turkey tomato paste low fat cottage cheese egg whites yellow onion flat leaf parsley dried basil low fat parmesan cheese garlic oven ready lasagna noodles,italian,italian,True
30938,all purpose unbleached flour cane sugar powdered sugar beaten eggs apple butter salt,french,southern_us,False
21923,silken tofu hot pepper toasted sesame oil ground black pepper scallion large egg yolks vegetable oil toasted sesame seeds kosher salt reduced sodium soy sauce kimchi,korean,korean,True
12995,melted butter panko breadcrumbs large eggs italian seasoning zucchini garlic salt grated parmesan cheese,japanese,italian,False
35090,extra virgin olive oil garlic cloves medium shrimp corn husks cilantro leaves masa dough lime wedges frozen corn kernels fresh lime juice salt hot water sliced green onions,mexican,mexican,True
28867,chocolate sprinkles cocoa powder sweetened condensed milk margarine,brazilian,brazilian,True
12490,water cannellini beans Italian turkey sausage olive oil salt fat free less sodium chicken broth sweet potatoes chopped onion kale crushed red pepper garlic cloves,spanish,italian,False
16572,fresh rosemary olive oil white wine vinegar garlic cloves parmigiano reggiano cheese ground black pepper salt escarole great northern beans fresh parmesan cheese crushed red pepper carrot water finely chopped onion organic vegetable broth thyme sprigs,italian,italian,True
22840,red wine vinegar carrot mint leaves fine sea salt Boston lettuce extra virgin olive oil kirby cucumbers hearts of romaine,italian,french,False
35960,chicken broth olive oil garlic red bell pepper sugar pea lime wedges creamy peanut butter chopped cilantro fresh cooked rice boneless skinless chicken breasts salt coconut milk yogurt pepper Thai red curry paste gingerroot,thai,thai,True
18700,water squid noodle chicken broth mushroom celery cooking oil corn starch soy sauce salt onion,filipino,chinese,False
16507,buttermilk unsalted butter self rising flour,southern_us,southern_us,True
2084,shallot paprika cognac wide egg noodles canned beef broth beef tenderloin fresh dill vegetable oil button mushrooms dijon mustard butter cr me fra che,russian,french,False
35162,celery salt black pepper raisin carrot cooked rice chuck roast salt garlic salt ground ginger water diced tomatoes onion bacon drippings molasses red wine vinegar all purpose flour,southern_us,irish,False
23732,ground nutmeg salt salmon fillets butter chopped onion swiss chard    reduced fat milk marjoram egg ground black pepper dry bread crumbs,french,french,True
26337,cold water lemongrass button mushrooms galangal Thai chili paste granulated sugar tamarind paste fish sauce tamarind cilantro leaves medium shrimp lime juice chile pepper lime leaves,thai,thai,True
25718,sugar garlic onion vinegar green chilies ground black pepper coconut cream chicken fish sauce cooking oil coconut milk,filipino,filipino,True
8347,mayonaise rice vinegar white tuna in water chili powder cucumber wasabi paste white rice nori avocado water carrot,japanese,japanese,True
15946,water ground beef ricotta cheese lasagna noodles ragu old world style pasta sauc shredded mozzarella cheese,italian,italian,True
36474,dark soy sauce sesame oil peanut oil Shaoxing wine salt red chili peppers boneless chicken scallion celery ribs szechwan peppercorns chili bean paste,chinese,chinese,True
18751,salt green onions gingerroot garlic dried red chile peppers chinese cabbage,korean,chinese,False
19386,Italian cheese garlic chopped onion green bell pepper mild Italian sausage shredded sharp cheddar cheese ground beef pepper chopped celery rotini tomato sauce diced tomatoes salt,italian,italian,True
35397,clove dry red wine olive oil veal shanks tomato purple onion red pepper,italian,italian,True
10955,kosher salt cold water all purpose flour unsalted butter,french,french,True
8420,ice red wine apple juice peach,spanish,southern_us,False
8897,mint lime juice garlic lime zest pepper shallot chopped cilantro sugar rum salt avocado tilapia fillets whole wheat tortillas,mexican,mexican,True
30934,cream style corn green onions buttermilk yellow corn meal unsalted butter vegetable shortening red bell pepper hot pepper sauce baking powder salt sugar large eggs all purpose unbleached flour,southern_us,southern_us,True
15360,unsalted butter heavy cream maple sugar vegetable shortening walnut ice water all purpose flour large eggs salt,french,french,True
23519,condensed cream of chicken soup chili powder boneless chicken breast halves tortilla chips cheese soup condensed cream of mushroom soup processed cheese,mexican,mexican,True
37405,sugar balsamic vinegar purple onion oven ready lasagna noodles fresh basil zucchini garlic shredded mozzarella cheese ground black pepper portabello mushroom fresh oregano plum tomatoes olive oil baby spinach salt feta cheese crumbles,italian,italian,True
8222,curry powder leek garlic cloves white kidney beans lime juice peeled fresh ginger pepitas water pumpkin salt serrano chile brown sugar olive oil light coconut milk chopped cilantro fresh,indian,indian,True
8628,butternut squash sausage onion water garlic cloves dried kidney beans beef broth pepitas green bell pepper frozen corn kernels red bell pepper,mexican,mexican,True
23768,sugar mirin sesame oil corn syrup black pepper spring onions garlic iceberg lettuce water flank steak hot sauce soy sauce finely chopped onion red pepper toasted sesame seeds,korean,korean,True
9431,lamb shanks flour cilantro leaves saffron prune chopped tomatoes harissa garlic cloves ground ginger olive oil beef stock ground coriander ground cumin sugar lemon zest paprika onion,moroccan,moroccan,True
14855,shallot thai green curry paste fresh basil red bell pepper unsweetened coconut milk vegetable oil boneless skinless chicken breast halves fish sauce fresh lime juice,thai,thai,True
22474,beef szechwan peppercorns soy sauce low sodium chicken broth vegetable oil red chili peppers sichuanese chili paste sesame oil kosher salt Shaoxing wine scallion,chinese,chinese,True
21503,garbanzo beans vegetable broth chopped cilantro fresh saffron threads russet potatoes cinnamon sticks butternut squash garlic cloves ground cumin olive oil diced tomatoes onion,moroccan,moroccan,True
35195,boneless skinless chicken breasts fresh lime juice glutinous rice fresh mint chile scallion asian fish sauce vegetable oil chopped cilantro fresh,thai,thai,True
12531,grated parmesan cheese pea chopped fresh mint parmesan cheese ricotta cheese garlic cloves lemon zest butter refrigerated fettuccine pepper half   half salt,italian,italian,True
37431,ground cinnamon almond butter chopped parsley ground turmeric sugar egg yolks cinnamon sticks onion egg ground pepper salt phyllo pastry ground ginger squab cinnamon confectioners sugar chopped cilantro fresh,moroccan,moroccan,True
16359,unsalted butter cake flour lemon vodka baking powder grated lemon zest sugar large eggs salt water fresh thyme leaves fresh lemon juice,french,italian,False
14545,water shredded carrots fresh lemon juice dashi kombu watercress yellow miso daikon green onion bottoms fresh dill olive oil onion tops,japanese,japanese,True
9356,baking powder cayenne pepper baking soda salt canola oil egg buttermilk cornmeal ground black pepper all purpose flour sliced green onions,southern_us,southern_us,True
556,fresh ginger shrimp kosher salt vegetable oil sugar chili powder water large garlic cloves,chinese,chinese,True
12378,sugar Shaoxing wine ginger corn starch wide rice noodles water flank steak oil dark soy sauce light soy sauce sesame oil oyster sauce white pepper green onions garlic beansprouts,chinese,chinese,True
3930,jalapeno chilies salt pepper cilantro red bell pepper ground ginger pineapple lemon juice olive oil purple onion ground cumin,mexican,indian,False
29286,tomato pepper chuck roast rabbit whole chicken onion white vinegar ketchup dried thyme garden peas salt carrot green bell pepper water potato dry red wine garlic cloves cabbage celery ribs baby lima beans frozen whole kernel corn worcestershire sauce beef broth pork loin chops,southern_us,southern_us,True
3227,all purpose flour whole wheat flour olive oil hot water salt,indian,italian,False
30201,hominy Mexican oregano chicken thighs chicken broth serrano peppers salt cabbage vinegar tomatillo cumin lime juice chicken breasts onion,mexican,mexican,True
21900,silken tofu fresh ginger shallot brown sugar fresh cilantro chili paste lemongrass full fat coconut milk vegetable broth soy sauce lime crimini mushrooms,thai,thai,True
28387,alfalfa sprouts sliced turkey hummus cucumber whole wheat pita pockets plum tomatoes,greek,greek,True
30821,plain yogurt fresh lemon juice extra virgin olive oil pita loaves cucumber fresh dill garlic cloves,greek,greek,True
30389,sesame seeds carrot sugar vegetable oil sake mirin soy sauce gobo root,japanese,japanese,True
32228,green chile finely chopped onion long grain rice chili pepper reduced fat sour cream ground turmeric black beans diced tomatoes chopped cilantro fresh olive oil salt ground cumin,mexican,mexican,True
703,parmigiano reggiano cheese worcestershire sauce garlic cloves water salt fresh mint baguette extra virgin olive oil fresh lemon juice egg ground black pepper anchovy fillets arugula,italian,italian,True
27614,solid pack pumpkin large egg yolks butter dry bread crumbs fruit grated parmesan cheese all purpose flour sage leaves pepper amaretti grated nutmeg brandy large eggs salt,italian,italian,True
12769,genoa salami kosher salt lemon Italian bread fresh basil radish extra virgin olive oil pitted kalamata olives zucchini provolone cheese breadstick pepper cracked black pepper cracker,italian,italian,True
14281,water garlic cloves pierogi salt fresh dill bacon slices savoy cabbage olive oil onion,russian,russian,True
27051,ground cinnamon ground black pepper black olives flat leaf parsley tomato sauce dry red wine dry bread crumbs dried oregano egg lean ground beef salt pimento stuffed green olives kasseri olive oil garlic chopped onion ground lamb,greek,greek,True
6754,potato fresh mint curry powder fat skimmed chicken broth tomato salt nonfat yogurt lentil,indian,indian,True
946,sweet onion all purpose flour white vinegar egg whites ground black pepper oil milk salt,southern_us,southern_us,True
34853,pepper jalapeno chilies salt oil masa harina lime juice chili powder cayenne pepper onion water Mexican oregano salsa ground beef fresh cilantro garlic peanut oil cumin,mexican,mexican,True
13127,pasta ground black pepper fresh lemon juice kosher salt parmigiano reggiano cheese pancetta minced garlic extra virgin olive oil pinenuts asparagus,italian,italian,True
14756,unsalted butter grated Gruy re cheese all purpose flour beef broth french bread onion,french,french,True
5645,unsalted butter bread crumb fresh garlic cloves pernod lemon wedge oyster,irish,french,False
26397,fresh thyme all purpose flour burgundy wine beef round tomato paste butter fresh mushrooms fresh parsley bacon drippings beef demi glace beef broth bay leaf fresh rosemary bouquet garni sherry wine onion,french,french,True
2,egg pepper salt mayonaise cooking oil green chilies grilled chicken breasts garlic powder yellow onion soy sauce butter chicken livers,filipino,filipino,True
22369,minced garlic cooking spray black pepper parmesan cheese polenta pancetta dried thyme sea salt fat free less sodium chicken broth swiss chard,italian,italian,True
29925,guajillo chiles cinnamon ancho chile pepper cumin agave nectar salt boned lamb shoulder water garlic onion brewed coffee carrot oregano,mexican,mexican,True
8264,sugar garlic powder ground turkey egg bread crumbs white wine vinegar onion tomato ketchup basil rotini spinach minced garlic beef broth italian seasoning,italian,italian,True
26106,dried thyme mild Italian sausage flat leaf parsley water broccoli rabe garlic onion canned low sodium chicken broth olive oil dry white wine cornmeal crushed tomatoes ground black pepper salt,italian,italian,True
31508,sesame seeds butter satsuma imo canola maple syrup,japanese,filipino,False
15296,flour confectioners sugar egg salt melted butter baking powder sugar walnut,italian,russian,False
20424,almond rum almond paste water granulated sugar almond extract vanilla beans large eggs fresh orange juice unsalted butter croissant confectioners sugar,french,french,True
17692,salt okra bacon drippings,southern_us,southern_us,True
17509,egg whites honey white sugar almond hazelnut cinnamon,spanish,italian,False
30412,red chili peppers garlic grape leaves shallot ground beef lemongrass vietnamese fish sauce sugar vegetable oil,vietnamese,vietnamese,True
20861,cold water salt active dry yeast cornmeal extra virgin olive oil bread flour warm water biga,italian,italian,True
4434,white vinegar black pepper shallot long grain rice fish sauce fat free less sodium chicken broth loin pork roast garlic cloves warm water green onions dark sesame oil chopped cilantro fresh sugar peeled fresh ginger salt beansprouts,vietnamese,vietnamese,True
23683,white pepper salt dried chile sugar sesame oil oil chicken stock Shaoxing wine scallion noodle pork mustard greens corn starch,chinese,chinese,True
21987,sake chicken thighs light soy sauce sugar toasted sesame seeds mirin,japanese,japanese,True
26429,spinach shallot angel hair fat free less sodium chicken broth lemon juice black pepper salt caper olive oil large shrimp,italian,italian,True
30037,olive oil dried oregano minced garlic fresh lemon juice black pepper salt boneless chicken skinless thigh cooking spray,greek,greek,True
19591,boneless pork shoulder water chili powder white onion hominy cracked black pepper kosher salt low sodium chicken broth garlic cloves avocado olive oil cilantro,mexican,mexican,True
25175,goat cheese baguette roasted red peppers pesto,italian,italian,True
29083,vegetable oil salt poblano chiles ground cumin black pepper cilantro beef broth bay leaf brisket red wine vinegar salsa corn tortillas jalapeno chilies garlic yellow onion shredded Monterey Jack cheese,mexican,mexican,True
331,ground cinnamon lamb neck fillets tomato chopped parsley paprika,moroccan,moroccan,True
3027,red potato lemon beer corn hot sauce crawfish smoked sausage shrimp cocktail sauce tartar sauce,southern_us,cajun_creole,False
11569,sugar fresh raspberries half   half fresh lime juice unflavored gelatin cooking spray mango vanilla beans almond milk,italian,french,False
5725,Johnsonville Smoked Sausage water worcestershire sauce garlic cloves tomato sauce bay leaves salt fresh parsley cooked rice hot pepper sauce chopped celery dried kidney beans pepper fully cooked ham chopped onion garlic salt,cajun_creole,cajun_creole,True
29668,water zucchini garlic cloves tomato sauce eggplant yellow bell pepper red bell pepper table salt ground black pepper broccoli spaghetti olive oil grated parmesan cheese green beans,italian,italian,True
37733,pork veal lemon rind plain flour pepper salt egg suet grated nutmeg bread crumb fresh herb chopped fresh sage,british,italian,False
10077,unsalted butter heavy cream sugar large eggs semisweet chocolate all purpose flour water vegetable oil,french,french,True
27174,basil leaves salt olive oil pimento scallion pitted black olives green leaf lettuce squid ground black pepper wine vinegar lemon juice,italian,italian,True
902,rosemary mascarpone freshly ground pepper sugar honey extra virgin olive oil nectarine peasant bread sweet cherries salt orange zest lavender buds apricot halves fresh lemon juice,italian,french,False
11782,shredded sharp cheddar cheese garlic salt diced pimentos cream cheese shredded parmesan cheese mayonaise sour cream,southern_us,southern_us,True
17365,tomato paste boneless chicken skinless thigh olive oil butter garlic cloves fire roasted diced tomatoes honey lime wedges ground coriander soy tumeric minced ginger nonfat greek yogurt chopped onion dried chile ground cinnamon kosher salt garam masala ginger fresh lemon juice,indian,indian,True
11749,green bell pepper olive oil balsamic vinegar garlic cloves ground cumin ground cinnamon kosher salt cooking spray purple onion red bell pepper green olives water golden raisins chopped onion couscous fennel seeds pinenuts ground black pepper diced tomatoes small red potato,moroccan,moroccan,True
4815,taleggio prosciutto country bread asiago,italian,italian,True
32548,fresh sage parmesan cheese baby spinach onion kosher salt half   half red pepper flakes black pepper low sodium chicken broth potato gnocchi olive oil butternut squash garlic,italian,italian,True
28892,dark soy sauce water garlic oil soy sauce ginger Chinese rose wine cinnamon sticks rock sugar date salt chicken leg quarters white pepper star anise scallion chicken flavored soup powder,chinese,chinese,True
4971,saffron threads dry white wine cognac fresh chives butter mussel shallot fresh lemon juice large egg yolks cr me fra che,french,french,True
38707,egg heavy cream cornmeal canned low sodium chicken broth dry mustard catfish fillets cooking oil salt ground black pepper garlic,southern_us,southern_us,True
31450,water ground black pepper chopped celery chopped onion chopped tomatoes vegetable oil all purpose flour fresh parsley dried thyme bay leaves salt okra cooked ham black eyed peas garlic cayenne pepper,cajun_creole,southern_us,False
33521,pepper bay leaves dry red wine cognac chicken pearl onions parsley salt carrot minced garlic crimini mushrooms pinot noir fat skimmed reduced sodium chicken broth black peppercorns fresh thyme bacon all purpose flour toast,french,french,True
27389,ground black pepper new potatoes white wine vinegar fresh parsley romaine lettuce roma tomatoes fresh green bean garlic cloves dijon mustard shallot salt olive anchovy hard boiled egg extra virgin olive oil tuna,french,french,True
14698,sage leaves sweet onion grated parmesan cheese whole wheat lasagna noodles sage mozzarella cheese mascarpone low sodium chicken salt nutmeg olive oil flour ground chicken breast low fat milk pepper unsalted butter butternut squash panko breadcrumbs,italian,italian,True
18807,warm water bread flour olive oil sugar salt active dry yeast italian seasoning,italian,italian,True
14859,salt curd all purpose flour sugar,indian,indian,True
34737,endive all purpose flour cabrales whole milk unsalted butter cracked black pepper salad large eggs coarse kosher salt,spanish,french,False
32084,brown sugar cream worcestershire sauce onion ketchup beef stock lima beans pork beef diced tomatoes chicken red potato montreal steak seasoning apple cider vinegar cayenne pepper,southern_us,southern_us,True
16205,water ground nutmeg cayenne pepper pork olive oil salt red bell pepper diced onions seasoning salt onion powder rubbed sage pepper garlic powder lima beans,southern_us,southern_us,True
17205,white vinegar gochugaru white sugar minced garlic cucumber salad rock salt sesame seeds onion,korean,korean,True
6521,chicken stock green onions boneless skinless chicken breast halves water fresh mushrooms fresh ginger root carrot soy sauce garlic snow peas,japanese,chinese,False
2167,frozen lima beans vegetable oil frozen corn pheasant pepper beef stock rabbit venison onion celery ribs potato worcestershire sauce green pepper carrot crushed tomatoes Tabasco Pepper Sauce salt garlic cloves,southern_us,southern_us,True
26499,fresh basil butter garlic cloves pimento whole kernel corn  drain zucchini salt lemon pepper vegetable oil shredded mozzarella cheese,southern_us,italian,False
28711,cream of tartar large eggs salt baking soda vegetable oil sugar baking powder all purpose flour unsalted butter buttermilk,british,southern_us,False
10959,pork thai basil crushed red pepper flakes green chilies snow peas fish sauce black pepper water chestnuts garlic onion soy sauce zucchini ginger coconut milk fresh tomatoes water bell pepper broccoli bamboo shoots,thai,thai,True
28881,soy sauce cooking wine garlic cloves red pepper peanut oil toasted sesame oil sugar unsalted dry roast peanuts scallion boneless skinless chicken breasts rice vinegar corn starch,chinese,chinese,True
1094,lard warm water flour,mexican,mexican,True
13797,chicken wings soy sauce brown sugar garlic powder,chinese,filipino,False
29720,pitted kalamata olives large garlic cloves fresh rosemary olive oil fresh lemon juice baguette anchovy fillets caper chopped fresh thyme,french,italian,False
7263,jasmine rice light coconut milk dark brown sugar baby spinach leaves jalapeno chilies red curry paste fresh basil leaves fish sauce finely chopped onion salt fresh lime juice lower sodium beef broth beef stew meat garlic cloves,thai,thai,True
30286,sugar blackberry fresh raspberries fresh lime cachaca,brazilian,brazilian,True
5338,frozen chopped spinach shallot salt whole nutmegs ground black pepper    low fat milk garlic cloves cooking spray gruyere cheese ham olive oil yukon gold potatoes all purpose flour,french,french,True
7490,wasabi sushi rice agave nectar nori sheets natural peanut butter water rice vinegar avocado gari salt soy sauce sesame seeds salted peanuts,japanese,japanese,True
23582,garam masala salt chilli tumeric chili powder oil coriander fenugreek leaves potato cumin seed onion water ginger gram flour,indian,indian,True
17844,olive oil large eggs all purpose flour zucchini baking powder feta cheese chive fresh mint curly parsley lemon zest red pepper flakes,greek,greek,True
19856,honey salmon fillets rice vinegar low sodium soy sauce fresh ginger minced garlic orange juice,japanese,chinese,False
16596,tomato paste kosher salt garam masala red pepper flakes all purpose flour dried chile basmati rice tumeric active dry yeast yoghurt diced tomatoes ground coriander onion sugar fresh ginger vegetable oil boneless skinless chicken garlic cloves clarified butter melted butter milk whole milk yoghurt heavy cream cardamom pods chopped cilantro ground cumin,indian,indian,True
9442,green cabbage milk sesame oil all purpose flour panko breadcrumbs ketchup black sesame seeds garlic ground allspice boneless chop pork brown rice rice vinegar scallion soy sauce mirin miso ground mustard,japanese,japanese,True
13123,water fresh parsley vegetable oil chuck roast fajita seasoning mix cooked rice stewed tomatoes,spanish,mexican,False
28755,caper diced tomatoes all purpose flour artichoke hearts black olives flat leaf parsley olive oil crushed red pepper flakes juice chicken broth large garlic cloves salt chicken thighs,italian,italian,True
28718,egg vegetable oil shredded Monterey Jack cheese chili corn tortillas pepper salt tomato green onions chopped cilantro fresh,mexican,mexican,True
34054,salsa verde soft taco size flour tortillas shredded pepper jack cheese chicken,mexican,mexican,True
39040,green bell pepper whole wheat pita purple onion feta cheese crumbles romaine lettuce radish roasting chickens fresh dill cherry tomatoes chickpea cucumber pitted kalamata olives extra virgin olive oil fresh lemon juice,greek,greek,True
18022,Thai fish sauce light coconut milk red curry paste sweetened coconut flakes large shrimp,thai,thai,True
18794,olive oil pizza sauce fresh parmesan cheese pizza doughs part skim mozzarella cheese pepperoni turkei cremini mushrooms cooking spray,italian,italian,True
5207,olive oil egg garlic tomato chees fresh mozzarella plain dry bread crumb all purpose flour,italian,italian,True
9515,vegetable cayenne pepper red wine vinegar mayonaise garlic roasted red peppers,french,cajun_creole,False
37621,kosher salt granulated sugar all purpose flour milk large eggs ground nutmeg baking powder ground cinnamon unsalted butter peach slices,southern_us,southern_us,True
14019,soy sauce green onions salt sesame seeds top sirloin carrot ground black pepper garlic white sugar msg sesame oil yellow onion,korean,korean,True
2346,warm water ground pepper all purpose flour dried oregano vegetable oil cooking spray artichoke hearts salt cornmeal dried basil dry yeast provolone cheese sun dried tomatoes stewed tomatoes garlic cloves,italian,italian,True
22583,orange seltzer water sugar red wine,spanish,spanish,True
23111,tumeric garam masala salt ground ginger curry powder boneless skinless chicken breasts onion plain yogurt granulated sugar coconut milk tomato paste olive oil garlic,indian,indian,True
16591,mirin white sesame seeds dressing tamari soy sauce light agave nectar kale rice vinegar,japanese,japanese,True
36786,water white sugar fruit butter egg baking soda mixed spice all purpose flour,irish,british,False
18457,large egg yolks yellow onion bacon grated parmesan cheese black pepper linguine,italian,italian,True
9207,taco seasoning mix chicken wing drummettes crumb,mexican,mexican,True
9077,large eggs Italian seasoned breadcrumbs freshly grated parmesan vegetable oil marinara sauce evaporated milk ravioli,italian,italian,True
6159,ground cinnamon fresh thyme scotch bonnet chile whole allspice shallot dark brown sugar black peppercorns dark rum garlic ground nutmeg lime wedges boneless skinless chicken breast halves,jamaican,jamaican,True
28445,phyllo dough sun dried tomatoes part skim ricotta cheese garlic cloves large egg whites ground black pepper dry bread crumbs boiling water frozen chopped spinach olive oil cooking spray chopped onion dried oregano dried basil fresh parmesan cheese salt nonfat ricotta cheese,greek,italian,False
2411,olive oil purple onion chopped cilantro kosher salt cilantro sprigs corn tortillas lime juice achiote paste sardine cayenne orange juice fresh pineapple,mexican,mexican,True
25384,lemon grass garlic cloves pepper salt fish sauce vegetable oil oyster sauce fresh ginger root Alaskan king crab legs,thai,thai,True
7184,confectioners sugar milk chickpea flour ghee ground cardamom,indian,indian,True
7789,chopped tomatoes salsa ground beef fresh cilantro flour tortillas Mexican cheese sliced black olives taco seasoning sliced green onions kidney beans frozen corn sour cream,mexican,mexican,True
11539,fresh ginger root crushed red pepper flakes curry powder vegetable oil mango brown sugar apple cider vinegar yellow bell pepper sweet onion pineapple,indian,indian,True
5399,half   half confectioners sugar coffee granules all purpose flour vanilla extract butter unsweetened cocoa powder,italian,italian,True
22382,fresh leav spinach part skim ricotta cheese ground black pepper oil Italian cheese goat cheese fennel seeds grated parmesan cheese,italian,italian,True
12023,bean threads shredded carrots garlic green beans soy sauce flank steak dried shiitake mushrooms pepper sesame oil yellow onion sugar green onions salt toasted sesame seeds,korean,korean,True
28050,sake water rice vinegar corn starch sambal ulek silken tofu brown rice carrot low sodium soy sauce fat free less sodium chicken broth green onions garlic cloves sugar peeled fresh ginger peanut oil shiitake mushroom caps,chinese,japanese,False
31843,sugar large eggs salt pure vanilla extract kosher salt all purpose unbleached flour pecan halves unsalted butter light corn syrup dark corn syrup bourbon whiskey,southern_us,southern_us,True
6299,green bell pepper pea shrimp olive oil cayenne pepper tumeric garlic chopped cilantro tomato paste fresh ginger lemon juice,indian,moroccan,False
32544,lime wedges orange liqueur sugar fresh lemon juice tea tequila sauce,mexican,mexican,True
23039,lime juice vegetable oil chopped cilantro fresh chile flank steak purple onion cayenne yellow bell pepper minced garlic brown rice salt,mexican,mexican,True
37061,light butter italian seasoning grated parmesan cheese garlic powder whole wheat bread dough,italian,italian,True
22381,pancetta garlic cloves freshly grated parmesan tagliatelle olive oil low fat cr me fra che zucchini,italian,italian,True
34739,black pepper extra virgin olive oil roasted red peppers dried oregano feta cheese fresh parsley kalamata,greek,greek,True
34257,lemon mayonaise herbes de provence cajun spice mix garlic cloves dijon mustard,cajun_creole,french,False
36673,lime rind fresh lime juice large eggs light cream sweetened condensed milk sugar graham cracker crumbs,southern_us,southern_us,True
14847,tomato serrano chile lime juice salt diced onions chopped cilantro fresh,mexican,mexican,True
38918,unsalted butter milk scallion yukon gold potatoes salt and ground black pepper,irish,irish,True
26223,coconut oil semolina hot water kosher salt cardamom sugar all purpose flour medjool date coconut flakes milk rice flour,indian,indian,True
26468,Knorr  Pasta Sides    Alfredo tomato fresh basil leaves provolone cheese vegetable oil boneless skinless chicken breast halves,italian,italian,True
35377,water oil salt active dry yeast thyme sugar all purpose flour,indian,french,False
30096,adobo kosher salt vegetable oil garlic asian fish sauce boneless pork shoulder frozen orange juice concentrate bay leaves raisin corn tortillas ground cumin white vinegar chile store bought low sodium chicken stock queso fresco ancho chile pepper dried oregano diced onions chipotle chile lime wedges cilantro onion,mexican,mexican,True
4700,cracked black pepper cream cheese parmigiano reggiano cheese salt flat leaf parsley fettucine    low fat milk garlic cloves butter all purpose flour,italian,italian,True
5863,chicken legs garlic powder kosher salt summer savory brown sugar all purpose flour water chicken thighs,southern_us,southern_us,True
34061,black pepper olive oil chili powder yellow onion dried oregano fresh cilantro pace picante sauce garlic smoked paprika ground cumin black beans jalapeno chilies diced tomatoes tortilla chips monterey jack chicken broth corn chicken breast halves salt red bell pepper,mexican,mexican,True
17189,liquid aminos garlic powder sesame oil red bell pepper ground ginger lime juice chili paste stevia bean leaf rice noodles cabbage fish sauce fresh cilantro green onions carrot,vietnamese,thai,False
2783,chipotle chile tamarind pod corn oil boiling water white onion garlic cloves coarse salt plum tomatoes,mexican,mexican,True
20505,fresh orange juice water cabernet sauvignon sugar frozen mixed berries orange,italian,french,False
2631,chili flakes almond salt water cilantro onion sugar butter all purpose flour olive oil garlic,french,mexican,False
29066,halloumi cheese ground cumin tomato extra virgin olive oil sea salt wheat chopped fresh mint,greek,moroccan,False
27615,green cardamom pods whole milk honey cinnamon sticks clove star anise fresh ginger,japanese,indian,False
5671,soy sauce mirin ginger egg dashi powder spring onions yellow onion white pepper mushroom salt sake steamed rice chicken thigh fillets shiso leaves,japanese,japanese,True
25120,water chili powder onion taco sauce chopped green bell pepper salt boneless skinless chicken breast halves shredded cheddar cheese flour tortillas sour cream dried oregano tomato sauce ground black pepper garlic dried parsley,mexican,mexican,True
24822,water harissa salt anise seed coriander seeds cinnamon garlic cloves tomato paste fresh ginger spice cumin seed tumeric cayenne lamb shoulder,moroccan,moroccan,True
16281,caper finely chopped fresh parsley penne pasta cherry tomatoes black olives tuna packed in water red wine vinegar green beans olive oil salt,french,italian,False
30635,cachaca superfine sugar lime coco,brazilian,brazilian,True
33862,yellow onion tomato basil sauce pasta sausage green bell pepper,italian,italian,True
1057,large eggs salt black pepper vegetable oil self rising cornmeal ground red pepper all purpose flour yellow squash buttermilk onion,southern_us,southern_us,True
6620,mayonaise garlic powder cayenne pepper mustard seasoning salt onion powder cornflakes pepper parmesan cheese chicken fingers melted butter honey paprika italian seasoning,southern_us,southern_us,True
13841,extra virgin olive oil leek Chianti beet butter,italian,italian,True
22134,vegetable oil cooking spray green onions smoked sausage fresh oregano dried kidney beans low sodium worcestershire sauce bay leaves garlic hot sauce long grain rice pepper ground red pepper chopped celery green pepper fresh parsley water cajun seasoning salt chopped onion dried oregano,cajun_creole,cajun_creole,True
13645,vegetable oil green beans sugar chilli bean sauce sake ginger minced pork soy sauce scallion,chinese,chinese,True
28488,extra virgin olive oil garlic cloves pitted kalamata olives salt arugula crushed red pepper gemelli fresh parmesan cheese freshly ground pepper plum tomatoes,italian,italian,True
8353,salt self rising flour unsalted butter buttermilk,southern_us,southern_us,True
12998,tomato nonfat yogurt dried rosemary olive oil salt vegetable oil cooking spray pita bread rounds boneless lamb garlic powder cucumber,greek,greek,True
